These are responses from NicoAPI about getting comments.
Following responses are those in case of various "version" value. by Seo-4d696b75
start at 2017-07-03T18:11:01
date:20130126 > fail
date:20130129 > fail
date:20130127 > fail
date:20130123 > fail
date:20121026 > fail
date:20130130 > fail
date:20130202 > fail
date:20130201 > fail
date:20130131 > fail
date:20130211 > fail
date:20130212 > fail
date:20130209 > fail
date:20130204 > fail
date:20130207 > fail
date:20130206 > fail
date:20130205 > fail
date:20130210 > fail
date:20130208 > fail
date:20130203 > fail
date:20130213 > fail
date:20130215 > fail
date:20130216 > fail
date:20130214 > fail
date:20101102 > fail
date:20130222 > fail
date:20130227 > fail
date:20130223 > fail
date:20130219 > fail
date:20130220 > fail
date:20130226 > fail
date:20130221 > fail
date:20130224 > fail
date:20130218 > fail
date:20130225 > fail
date:20130304 > fail
date:20130310 > fail
date:20130308 > fail
date:20130309 > fail
date:20130305 > fail
date:20130312 > fail
date:20130311 > fail
date:20130314 > fail
date:20130315 > fail
date:20130313 > fail
date:20130217 > fail
date:20121013 > fail
date:20130317 > fail
date:20130316 > fail
date:20130319 > fail
date:20130320 > fail
date:20130324 > fail
date:20130323 > fail
date:20130321 > fail
date:20130322 > fail
date:20130325 > fail
date:20130318 > fail
date:20130329 > fail
date:20130326 > fail
date:20130328 > fail
date:20101103 > fail
date:20130401 > fail
date:20130403 > fail
date:20130402 > fail
date:20130327 > fail
date:20130330 > fail
date:20130331 > fail
date:20130404 > fail
date:20130405 > fail
date:20121201 > fail
date:20130303 > fail
date:20130406 > fail
date:20130407 > fail
date:20130408 > fail
date:20130409 > fail
date:20130412 > fail
date:20130413 > fail
date:20130411 > fail
date:20130415 > fail
date:20130414 > fail
date:20130410 > fail
date:20130417 > fail
date:20130419 > fail
date:20130416 > fail
date:20130418 > fail
date:20130422 > fail
date:20130420 > fail
date:20130423 > fail
date:20130421 > fail
date:20130428 > fail
date:20130429 > fail
date:20130425 > fail
date:20130426 > fail
date:20130427 > fail
date:20130424 > fail
date:20130502 > fail
date:20130501 > fail
date:20130430 > fail
date:20130504 > fail
date:20130506 > fail
date:20130507 > fail
date:20130505 > fail
date:20111030 > fail
date:20130508 > fail
date:20130509 > fail
date:20130511 > fail
date:20130516 > fail
date:20130515 > fail
date:20130513 > fail
date:20130514 > fail
date:20130510 > fail
date:20130512 > fail
date:20130520 > fail
date:20130519 > fail
date:20130517 > fail
date:20130518 > fail
date:20130521 > fail
date:20130522 > fail
date:20130523 > fail
date:20130526 > fail
date:20130525 > fail
date:20130524 > fail
date:20130527 > fail
date:20130529 > fail
date:20130528 > fail
date:20130530 > fail
date:20130604 > fail
date:20130603 > fail
date:20130601 > fail
date:20111119 > fail
date:20130531 > fail
date:20130602 > fail
date:20130612 > fail
date:20130611 > fail
date:20130610 > fail
date:20111208 > fail
date:20111207 > fail
date:20130228 > fail
date:20130614 > fail
date:20130617 > fail
date:20130618 > fail
date:20130619 > fail
date:20130616 > fail
date:20130615 > fail
date:20130306 > fail
date:20130620 > fail
date:20130622 > fail
date:20130624 > fail
date:20130625 > fail
date:20130623 > fail
date:20130503 > fail
date:20130701 > success
response;
<?xml version="1.0" encoding="UTF-8"?><packet><thread resultcode="0" thread="1173206704" server_time="1499073077" last_res="5170" ticket="0xa97783e1" revision="2" click_revision="279"/><leaf thread="1173206704" count="3400"/><leaf thread="1173206704" leaf="1" count="1769"/><leaf thread="1173206704" leaf="100" count="1"/><chat thread="1173206704" no="5161" vpos="1574" date="1496309488" date_usec="91886" anonymity="1" user_id="l0HG3zS2U9RDh77FWOrwa-LNfx4" mail="naka medium 184">ガリアンから</chat><chat thread="1173206704" no="5162" vpos="332" date="1496414438" date_usec="582900" anonymity="1" user_id="Wi3CBn8vl2QlHoaalI9CEaKculs" mail="184">申し訳程度のエロゲOPタグ</chat><chat thread="1173206704" no="5163" vpos="398" date="1496763622" date_usec="568687" anonymity="1" user_id="sc9D9P7ISLxca57_4lm-XWFZY6E" mail="184">こんなんよう作れるわ・・・</chat><chat thread="1173206704" no="5164" vpos="379" date="1497786426" date_usec="973617" anonymity="1" user_id="3k8E7mCixAP4kFwU5goNEucr3Fo" mail="184 device:3DS">けもフレから</chat><chat thread="1173206704" no="5165" vpos="6438" leaf="1" date="1497970917" date_usec="475937" anonymity="1" user_id="gs3wWDQSJIwAVzgXPFWe0os66fw" mail="184">※スタッフさん無印SV650乗りだそうです（mixiでコミュ作ってる）</chat><chat thread="1173206704" no="5166" vpos="0" date="1498001501" date_usec="850765" anonymity="1" user_id="as2ZgQ9drsvKsmGNBlsBh-xjGD4" mail="184 black">利根川先生から</chat><chat thread="1173206704" no="5167" vpos="6390" leaf="1" date="1498001726" date_usec="954236" anonymity="1" user_id="as2ZgQ9drsvKsmGNBlsBh-xjGD4" mail="184">？「ライム先輩いつの間に……」</chat><chat thread="1173206704" no="5168" vpos="10820" leaf="1" date="1498077990" date_usec="316552" anonymity="1" user_id="as2ZgQ9drsvKsmGNBlsBh-xjGD4" mail="184">すばらっ</chat><chat thread="1173206704" no="5169" vpos="10153" leaf="1" date="1498662760" date_usec="335267" premium="1" anonymity="1" user_id="B-e71eEPUNjvFMJGfwEu0eLmqGA" mail="184">月陽炎は良いゲームだったなｗ</chat><chat thread="1173206704" no="5170" vpos="3364" date="1498734034" date_usec="20262" premium="1" anonymity="1" user_id="L91ceLu1jGBvXw8VDtYjK8eVcJI" mail="184">ジェネラルから</chat></packet>
date:20130628 > fail
date:20130630 > fail
date:20130627 > fail
date:20130629 > fail
date:20130703 > fail
date:20130702 > fail
date:20130626 > fail
date:20130704 > fail
date:20130707 > fail
date:20130706 > fail
date:20130705 > fail
date:20130708 > fail
date:20130711 > fail
date:20130710 > fail
date:20130709 > fail
date:20130712 > fail
date:20111206 > fail
date:20130713 > fail
date:20130717 > fail
date:20130613 > fail
date:20130721 > fail
date:20130723 > fail
date:20130724 > fail
date:20130722 > fail
date:20130718 > fail
date:20130719 > fail
date:20130720 > fail
date:20130726 > fail
date:20130725 > fail
date:20130727 > fail
date:20130728 > fail
date:20130801 > fail
date:20130731 > fail
date:20130803 > fail
date:20130805 > fail
date:20130802 > fail
date:20130804 > fail
date:20130730 > fail
date:20130806 > fail
date:20130809 > fail
date:20120219 > fail
date:20130807 > fail
date:20130808 > fail
date:20130621 > fail
date:20130605 > fail
date:20130816 > fail
date:20130815 > fail
date:20130812 > fail
date:20130814 > fail
date:20130813 > fail
date:20130810 > fail
date:20130811 > fail
date:20130818 > fail
date:20130821 > fail
date:20130819 > fail
date:20130820 > fail
date:20130817 > fail
date:20130824 > fail
date:20130828 > fail
date:20130829 > fail
date:20130826 > fail
date:20130825 > fail
date:20130827 > fail
date:20130830 > fail
date:20130901 > fail
date:20130903 > fail
date:20130831 > fail
date:20130904 > fail
date:20130902 > fail
date:20130905 > fail
date:20130906 > fail
date:20130909 > fail
date:20130910 > fail
date:20130907 > fail
date:20130911 > fail
date:20130908 > fail
date:20130912 > fail
date:20130916 > fail
date:20130915 > fail
date:20130914 > fail
date:20130913 > fail
date:20130917 > fail
date:20130918 > fail
date:20130923 > fail
date:20130920 > fail
date:20130919 > fail
date:20130922 > fail
date:20130921 > fail
date:20120408 > fail
date:20130927 > fail
date:20130926 > fail
date:20130925 > fail
date:20130928 > fail
date:20130924 > fail
date:20130822 > fail
date:20130930 > fail
date:20130929 > fail
date:20131003 > fail
date:20131004 > fail
date:20131002 > fail
date:20131001 > fail
date:20131006 > fail
date:20130606 > fail
date:20131009 > fail
date:20131008 > fail
date:20131010 > fail
date:20131007 > fail
date:20131011 > fail
date:20131014 > fail
date:20131015 > fail
date:20131018 > fail
date:20131012 > fail
date:20131019 > fail
date:20131016 > fail
date:20131017 > fail
date:20131020 > fail
date:20131021 > fail
date:20131025 > fail
date:20131024 > fail
date:20131022 > fail
date:20131023 > fail
date:20131031 > fail
date:20131029 > fail
date:20131027 > fail
date:20131101 > fail
date:20131028 > fail
date:20131026 > fail
date:20131030 > fail
date:20131102 > fail
date:20120524 > fail
date:20131106 > fail
date:20131104 > fail
date:20131107 > fail
date:20131105 > fail
date:20131103 > fail
date:20120530 > fail
date:20120601 > fail
date:20120529 > fail
date:20131113 > fail
date:20131111 > fail
date:20120531 > fail
date:20131114 > fail
date:20131108 > fail
date:20131109 > fail
date:20131110 > fail
date:20131112 > fail
date:20131118 > fail
date:20131119 > fail
date:20131121 > fail
date:20131117 > fail
date:20131120 > fail
date:20131005 > fail
date:20131123 > fail
date:20131124 > fail
date:20131122 > fail
date:20131129 > fail
date:20131125 > fail
date:20131127 > fail
date:20131126 > fail
date:20131128 > fail
date:20131202 > fail
date:20131130 > fail
date:20131208 > fail
date:20131204 > fail
date:20131206 > fail
date:20131207 > fail
date:20131203 > fail
date:20131205 > fail
date:20131209 > fail
date:20131211 > fail
date:20131210 > fail
date:20131213 > fail
date:20131217 > fail
date:20131212 > fail
date:20131013 > fail
date:20131223 > fail
date:20131222 > fail
date:20131219 > fail
date:20131221 > fail
date:20131224 > fail
date:20131220 > fail
date:20131226 > fail
date:20131227 > fail
date:20131230 > fail
date:20131228 > fail
date:20131231 > fail
date:20131229 > fail
date:20140102 > fail
date:20140108 > fail
date:20140106 > fail
date:20140107 > fail
date:20140105 > fail
date:20140101 > fail
date:20140104 > fail
date:20140109 > fail
date:20140112 > fail
date:20140110 > fail
date:20140111 > fail
date:20140113 > fail
date:20140117 > fail
date:20140119 > fail
date:20140114 > fail
date:20140121 > fail
date:20140124 > fail
date:20140123 > fail
date:20120827 > fail
date:20120828 > fail
date:20140125 > fail
date:20140126 > fail
date:20140127 > fail
date:20140130 > fail
date:20140129 > fail
date:20140128 > fail
date:20140131 > fail
date:20140201 > fail
date:20140103 > fail
date:20131225 > fail
date:20140202 > fail
date:20140203 > fail
date:20140206 > fail
date:20140204 > fail
date:20140205 > fail
date:20140207 > fail
date:20140210 > fail
date:20140208 > fail
date:20121010 > fail
date:20140209 > fail
date:20121009 > fail
date:20121012 > fail
date:20121011 > fail
date:20140211 > fail
date:20140215 > fail
date:20140217 > fail
date:20140216 > fail
date:20140213 > fail
date:20140214 > fail
date:20140212 > fail
date:20140219 > fail
date:20140218 > fail
date:20140221 > fail
date:20140223 > fail
date:20140220 > fail
date:20140225 > fail
date:20140224 > fail
date:20140222 > fail
date:20140226 > fail
date:20140303 > fail
date:20121105 > fail
date:20140302 > fail
date:20140228 > fail
date:20140301 > fail
date:20140305 > fail
date:20140304 > fail
date:20121107 > fail
date:20121104 > fail
date:20140308 > fail
date:20140311 > fail
date:20140309 > fail
date:20140306 > fail
date:20140307 > fail
date:20140310 > fail
date:20140312 > fail
date:20140314 > fail
date:20140313 > fail
date:20140316 > fail
date:20140318 > fail
date:20140319 > fail
date:20140321 > fail
date:20140320 > fail
date:20131201 > fail
date:20140326 > fail
date:20140322 > fail
date:20140323 > fail
date:20140324 > fail
date:20140327 > fail
date:20140325 > fail
date:20140330 > fail
date:20140329 > fail
date:20140331 > fail
date:20140403 > fail
date:20140404 > fail
date:20140401 > fail
date:20140402 > fail
date:20121125 > fail
date:20140405 > fail
date:20140412 > fail
date:20140413 > fail
date:20140414 > fail
date:20140415 > fail
date:20140416 > fail
date:20140417 > fail
date:20140418 > fail
date:20140315 > fail
date:20140317 > fail
date:20121208 > fail
date:20121210 > fail
date:20121211 > fail
date:20140422 > fail
date:20140423 > fail
date:20140421 > fail
date:20140424 > fail
date:20140426 > fail
date:20140427 > fail
date:20140227 > fail
date:20140425 > fail
date:20140428 > fail
date:20140502 > fail
date:20140430 > fail
date:20140501 > fail
date:20140506 > fail
date:20140328 > fail
date:20140511 > fail
date:20140508 > fail
date:20140509 > fail
date:20140513 > fail
date:20140512 > fail
date:20140514 > fail
date:20140409 > fail
date:20121128 > fail
date:20140411 > fail
date:20140515 > fail
date:20140517 > fail
date:20140516 > fail
date:20140519 > fail
date:20140518 > fail
date:20140521 > fail
date:20140522 > fail
date:20140524 > fail
date:20140520 > fail
date:20140523 > fail
date:20140525 > fail
date:20131216 > fail
date:20140526 > fail
date:20140503 > fail
date:20130114 > fail
date:20140530 > fail
date:20140529 > fail
date:20140528 > fail
date:20140429 > fail
date:20140527 > fail
date:20140505 > fail
date:20140601 > fail
date:20140420 > fail
date:20140419 > fail
date:20140602 > fail
date:20140531 > fail
date:20140603 > fail
date:20140605 > fail
date:20130115 > fail
date:20140604 > fail
date:20140607 > fail
date:20140608 > fail
date:20140606 > fail
date:20140609 > fail
date:20140613 > fail
date:20140610 > fail
date:20140611 > fail
date:20140614 > fail
date:20130125 > fail
date:20140612 > fail
date:20140615 > fail
date:20140618 > fail
date:20140621 > fail
date:20140623 > fail
date:20140624 > fail
date:20140619 > fail
date:20140616 > fail
date:20140620 > fail
date:20140622 > fail
date:20140617 > fail
date:20140625 > fail
date:20140627 > fail
date:20140626 > fail
date:20140504 > fail
date:20140629 > fail
date:20140701 > fail
date:20140630 > fail
date:20140628 > fail
date:20140702 > fail
date:20140705 > fail
date:20140706 > fail
date:20140712 > fail
date:20140711 > fail
date:20140708 > fail
date:20140707 > fail
date:20140713 > fail
date:20140714 > fail
date:20140715 > fail
date:20140710 > fail
date:20131214 > fail
date:20140709 > fail
date:20140717 > fail
date:20140718 > fail
date:20140716 > fail
date:20140723 > fail
date:20140722 > fail
date:20140721 > fail
date:20140720 > fail
date:20140719 > fail
date:20140724 > fail
date:20140725 > fail
date:20140727 > fail
date:20140730 > fail
date:20140729 > fail
date:20140726 > fail
date:20140802 > fail
date:20140731 > fail
date:20140807 > fail
date:20140805 > fail
date:20140728 > fail
date:20140804 > fail
date:20140801 > fail
date:20140806 > fail
date:20140803 > fail
date:20130302 > fail
date:20140808 > fail
date:20140810 > fail
date:20140811 > fail
date:20140809 > fail
date:20130301 > fail
date:20140812 > fail
date:20140814 > fail
date:20140813 > fail
date:20140818 > fail
date:20140816 > fail
date:20140815 > fail
date:20140817 > fail
date:20130307 > fail
date:20140819 > fail
date:20140822 > fail
date:20140824 > fail
date:20140827 > fail
date:20140823 > fail
date:20140821 > fail
date:20140820 > fail
date:20140825 > fail
date:20140826 > fail
date:20140901 > fail
date:20140831 > fail
date:20140830 > fail
date:20140903 > fail
date:20140829 > fail
date:20140828 > fail
date:20140902 > fail
date:20140120 > fail
date:20140904 > fail
date:20140905 > fail
date:20140907 > fail
date:20140909 > fail
date:20140908 > fail
date:20140906 > fail
date:20140912 > fail
date:20140911 > fail
date:20140914 > fail
date:20140913 > fail
date:20140910 > fail
date:20140916 > fail
date:20140915 > fail
date:20140923 > fail
date:20140919 > fail
date:20140922 > fail
date:20140918 > fail
date:20140921 > fail
date:20140924 > fail
date:20140925 > fail
date:20140917 > fail
date:20140926 > fail
date:20140920 > fail
date:20141001 > fail
date:20140930 > fail
date:20140929 > fail
date:20141003 > fail
date:20140927 > fail
date:20141002 > fail
date:20140928 > fail
date:20141005 > fail
date:20141009 > fail
date:20141010 > fail
date:20141006 > fail
date:20141004 > fail
date:20141007 > fail
date:20141016 > fail
date:20141019 > fail
date:20141018 > fail
date:20141017 > fail
date:20141013 > fail
date:20141015 > fail
date:20141008 > fail
date:20141012 > fail
date:20141014 > fail
date:20141022 > fail
date:20141031 > fail
date:20141028 > fail
date:20141030 > fail
date:20141029 > fail
date:20141102 > fail
date:20141104 > fail
date:20141106 > fail
date:20141107 > fail
date:20141103 > fail
date:20141109 > fail
date:20141111 > fail
date:20141108 > fail
date:20141110 > fail
date:20141112 > fail
date:20141105 > fail
date:20141113 > fail
date:20141117 > fail
date:20141118 > fail
date:20141011 > fail
date:20141020 > fail
date:20141125 > fail
date:20141123 > fail
date:20141127 > fail
date:20141124 > fail
date:20141120 > fail
date:20141121 > fail
date:20141126 > fail
date:20141122 > fail
date:20141021 > fail
date:20141024 > fail
date:20141129 > fail
date:20141128 > fail
date:20141119 > fail
date:20141115 > fail
date:20141130 > fail
date:20140122 > fail
date:20141025 > fail
date:20141202 > fail
date:20141209 > fail
date:20141204 > fail
date:20141201 > fail
date:20141211 > fail
date:20141212 > fail
date:20141206 > fail
date:20141213 > fail
date:20141207 > fail
date:20141210 > fail
date:20141214 > fail
date:20141208 > fail
date:20141203 > fail
date:20141205 > fail
date:20141215 > fail
date:20141216 > fail
date:20140406 > fail
date:20141217 > fail
date:20141218 > fail
date:20141220 > fail
date:20141219 > fail
date:20141223 > fail
date:20141222 > fail
date:20141221 > fail
date:20141101 > fail
date:20141116 > fail
date:20141231 > fail
date:20141114 > fail
date:20150102 > fail
date:20150105 > fail
date:20141229 > fail
date:20141224 > fail
date:20141225 > fail
date:20141023 > fail
date:20150106 > fail
date:20141226 > fail
date:20141228 > fail
date:20150104 > fail
date:20150101 > fail
date:20150107 > fail
date:20150103 > fail
date:20141230 > fail
date:20141227 > fail
date:20140407 > fail
date:20150109 > fail
date:20150110 > fail
date:20140410 > fail
date:20150111 > fail
date:20150108 > fail
date:20150112 > fail
date:20140408 > fail
date:20130729 > fail
date:20130607 > fail
date:20130608 > fail
date:20130715 > fail
date:20091214 > fail
date:20130609 > fail
date:20150117 > fail
date:20150118 > fail
date:20150122 > fail
date:20150120 > fail
date:20150123 > fail
date:20150121 > fail
date:20150124 > fail
date:20150119 > fail
date:20150125 > fail
date:20150129 > fail
date:20150131 > fail
date:20150127 > fail
date:20150126 > fail
date:20130716 > fail
date:20150128 > fail
date:20150205 > fail
date:20150208 > fail
date:20150207 > fail
date:20150203 > fail
date:20150116 > fail
date:20150209 > fail
date:20150220 > fail
date:20150210 > fail
date:20150204 > fail
date:20150214 > fail
date:20150215 > fail
date:20150216 > fail
date:20150212 > fail
date:20150202 > fail
date:20150217 > fail
date:20150211 > fail
date:20150213 > fail
date:20150224 > fail
date:20150219 > fail
date:20150218 > fail
date:20150304 > fail
date:20150305 > fail
date:20150302 > fail
date:20150303 > fail
date:20150306 > fail
date:20150307 > fail
date:20150313 > fail
date:20150310 > fail
date:20150311 > fail
date:20150315 > fail
date:20150318 > fail
date:20150317 > fail
date:20150312 > fail
date:20150308 > fail
date:20150316 > fail
date:20150314 > fail
date:20150309 > fail
date:20150320 > fail
date:20150325 > fail
date:20150323 > fail
date:20150324 > fail
date:20150319 > fail
date:20150322 > fail
date:20150321 > fail
date:20150326 > fail
date:20150327 > fail
date:20150330 > fail
date:20150401 > fail
date:20150402 > fail
date:20150403 > fail
date:20150328 > fail
date:20150406 > fail
date:20150408 > fail
date:20150415 > fail
date:20150412 > fail
date:20150409 > fail
date:20150411 > fail
date:20150414 > fail
date:20150413 > fail
date:20150410 > fail
date:20150416 > fail
date:20130714 > fail
date:20150115 > fail
date:20150113 > fail
date:20150130 > fail
date:20150417 > fail
date:20150420 > fail
date:20150418 > fail
date:20150419 > fail
date:20150422 > fail
date:20150421 > fail
date:20150423 > fail
date:20150429 > fail
date:20150430 > fail
date:20150501 > fail
date:20150503 > fail
date:20150502 > fail
date:20150227 > fail
date:20150507 > fail
date:20150509 > fail
date:20150504 > fail
date:20150505 > fail
date:20150508 > fail
date:20150223 > fail
date:20150506 > fail
date:20150511 > fail
date:20150514 > fail
date:20150512 > fail
date:20150513 > fail
date:20150517 > fail
date:20150515 > fail
date:20150518 > fail
date:20150516 > fail
date:20150520 > fail
date:20150521 > fail
date:20150524 > fail
date:20150525 > fail
date:20150519 > fail
date:20150522 > fail
date:20150523 > fail
date:20150526 > fail
date:20150527 > fail
date:20150528 > fail
date:20150529 > fail
date:20150426 > fail
date:20150601 > fail
date:20150602 > fail
date:20150608 > fail
date:20150611 > fail
date:20150605 > fail
date:20150531 > fail
date:20150612 > fail
date:20150613 > fail
date:20150615 > fail
date:20131115 > fail
date:20131116 > fail
date:20150614 > fail
date:20150616 > fail
date:20150617 > fail
date:20150114 > fail
date:20150621 > fail
date:20150622 > fail
date:20150623 > fail
date:20150625 > fail
date:20150624 > fail
date:20150626 > fail
date:20150627 > fail
date:20150628 > fail
date:20131215 > fail
date:20150701 > fail
date:20150630 > fail
date:20150702 > fail
date:20150705 > fail
date:20150703 > fail
date:20131218 > fail
date:20150707 > fail
date:20150708 > fail
date:20150710 > fail
date:20150709 > fail
date:20150609 > fail
date:20150711 > fail
date:20150712 > fail
date:20150714 > fail
date:20150716 > fail
date:20150717 > fail
date:20150718 > fail
date:20150619 > fail
date:20150720 > fail
date:20150721 > fail
date:20150719 > fail
date:20140115 > fail
date:20150722 > fail
date:20150723 > fail
date:20140116 > fail
date:20140118 > fail
date:20150725 > fail
date:20150629 > fail
date:20150724 > fail
date:20150726 > fail
date:20150729 > fail
date:20150728 > fail
date:20150727 > fail
date:20150802 > fail
date:20150803 > fail
date:20150801 > fail
date:20150730 > fail
date:20150731 > fail
date:20150805 > fail
date:20150804 > fail
date:20150806 > fail
date:20150807 > fail
date:20150808 > fail
date:20150810 > fail
date:20150809 > fail
date:20150424 > fail
date:20150428 > fail
date:20150427 > fail
date:20150813 > fail
date:20150425 > fail
date:20150815 > fail
date:20150814 > fail
date:20150206 > fail
date:20150812 > fail
date:20150820 > fail
date:20150821 > fail
date:20150811 > fail
date:20150817 > fail
date:20150819 > fail
date:20150818 > fail
date:20150610 > fail
date:20150604 > fail
date:20150713 > fail
date:20150822 > fail
date:20150715 > fail
date:20150823 > fail
date:20150829 > fail
date:20150827 > fail
date:20150510 > fail
date:20150828 > fail
date:20150830 > fail
date:20150826 > fail
date:20150620 > fail
date:20150831 > fail
date:20150904 > fail
date:20150909 > fail
date:20150906 > fail
date:20150910 > fail
date:20150908 > fail
date:20150903 > fail
date:20150902 > fail
date:20150912 > fail
date:20150901 > fail
date:20150917 > fail
date:20150918 > fail
date:20150916 > fail
date:20150915 > fail
date:20150919 > fail
date:20150530 > fail
date:20150920 > fail
date:20150921 > fail
date:20150928 > fail
date:20150926 > fail
date:20150221 > fail
date:20150922 > fail
date:20150929 > fail
date:20150924 > fail
date:20150923 > fail
date:20150925 > fail
date:20150927 > fail
date:20150225 > fail
date:20150222 > fail
date:20151001 > fail
date:20151005 > fail
date:20150930 > fail
date:20150331 > fail
date:20150329 > fail
date:20151006 > fail
date:20151007 > fail
date:20151003 > fail
date:20150606 > fail
date:20151009 > fail
date:20150201 > fail
date:20151010 > fail
date:20151008 > fail
date:20151011 > fail
date:20151018 > fail
date:20151017 > fail
date:20151013 > fail
date:20151016 > fail
date:20150618 > fail
date:20150607 > fail
date:20150603 > fail
date:20150816 > fail
date:20151023 > fail
date:20151021 > fail
date:20151025 > fail
date:20151028 > fail
date:20151103 > fail
date:20151104 > fail
date:20151031 > fail
date:20150914 > fail
date:20151106 > fail
date:20151102 > fail
date:20151030 > fail
date:20151029 > fail
date:20151101 > fail
date:20151105 > fail
date:20151107 > fail
date:20150913 > fail
date:20151108 > fail
date:20151110 > fail
date:20151109 > fail
date:20151112 > fail
date:20151111 > fail
date:20151114 > fail
date:20151115 > fail
date:20151113 > fail
date:20150704 > fail
date:20151117 > fail
date:20151116 > fail
date:20151119 > fail
date:20151123 > fail
date:20151124 > fail
date:20151122 > fail
date:20151126 > fail
date:20151015 > fail
date:20151130 > fail
date:20151129 > fail
date:20151128 > fail
date:20151127 > fail
date:20151202 > fail
date:20151203 > fail
date:20151014 > fail
date:20151204 > fail
date:20151201 > fail
date:20151206 > fail
date:20151205 > fail
date:20151209 > fail
date:20151210 > fail
date:20151207 > fail
date:20151208 > fail
date:20140510 > fail
date:20140507 > fail
date:20151211 > fail
date:20151212 > fail
date:20151214 > fail
date:20151213 > fail
date:20151216 > fail
date:20151215 > fail
date:20151219 > fail
date:20151222 > fail
date:20151223 > fail
date:20151217 > fail
date:20151221 > fail
date:20151224 > fail
date:20151225 > fail
date:20151227 > fail
date:20151226 > fail
date:20151229 > fail
date:20151230 > fail
date:20151228 > fail
date:20151231 > fail
date:20160103 > fail
date:20160102 > fail
date:20160106 > fail
date:20160109 > fail
date:20160101 > fail
date:20160105 > fail
date:20160104 > fail
date:20160107 > fail
date:20160110 > fail
date:20160111 > fail
date:20160112 > fail
date:20160113 > fail
date:20160118 > fail
date:20160119 > fail
date:20160117 > fail
date:20151118 > fail
date:20151002 > fail
date:20160123 > fail
date:20160120 > fail
date:20160124 > fail
date:20160121 > fail
date:20160122 > fail
date:20160125 > fail
date:20160127 > fail
date:20160128 > fail
date:20160126 > fail
date:20160129 > fail
date:20151012 > fail
date:20160130 > fail
date:20160201 > fail
date:20160202 > fail
date:20160131 > fail
date:20160204 > fail
date:20160209 > fail
date:20160203 > fail
date:20160205 > fail
date:20160206 > fail
date:20160207 > fail
date:20160208 > fail
date:20151026 > fail
date:20151125 > fail
date:20151027 > fail
date:20160211 > fail
date:20160213 > fail
date:20160214 > fail
date:20160217 > fail
date:20160216 > fail
date:20160218 > fail
date:20160215 > fail
date:20140703 > fail
date:20151024 > fail
date:20151020 > fail
date:20151022 > fail
date:20160223 > fail
date:20160220 > fail
date:20160226 > fail
date:20160227 > fail
date:20140704 > fail
date:20150825 > fail
date:20160225 > fail
date:20160221 > fail
date:20160219 > fail
date:20160229 > fail
date:20160301 > fail
date:20160228 > fail
date:20160302 > fail
date:20160306 > fail
date:20160305 > fail
date:20160303 > fail
date:20160307 > fail
date:20160304 > fail
date:20151004 > fail
date:20160310 > fail
date:20160309 > fail
date:20160308 > fail
date:20160313 > fail
date:20160319 > fail
date:20160315 > fail
date:20160314 > fail
date:20160317 > fail
date:20160312 > fail
date:20151121 > fail
date:20160210 > fail
date:20160316 > fail
date:20160326 > fail
date:20160114 > fail
date:20160328 > fail
date:20160322 > fail
date:20160329 > fail
date:20160320 > fail
date:20160323 > fail
date:20160115 > fail
date:20160116 > fail
date:20160321 > fail
date:20160325 > fail
date:20160330 > fail
date:20160401 > fail
date:20160331 > fail
date:20160405 > fail
date:20160406 > fail
date:20160404 > fail
date:20160402 > fail
date:20160403 > fail
date:20150907 > fail
date:20160407 > fail
date:20160409 > fail
date:20160408 > fail
date:20160212 > fail
date:20160410 > fail
date:20160411 > fail
date:20160413 > fail
date:20160415 > fail
date:20160414 > fail
date:20160412 > fail
date:20160419 > fail
date:20160422 > fail
date:20160425 > fail
date:20160420 > fail
date:20160429 > fail
date:20150824 > fail
date:20160418 > fail
date:20160428 > fail
date:20160417 > fail
date:20160423 > fail
date:20160426 > fail
date:20160421 > fail
date:20160424 > fail
date:20160427 > fail
date:20160416 > fail
date:20160502 > fail
date:20160501 > fail
date:20160503 > fail
date:20160430 > fail
date:20160509 > fail
date:20160506 > fail
date:20160505 > fail
date:20160507 > fail
date:20160510 > fail
date:20160508 > fail
date:20160504 > fail
date:20160519 > fail
date:20160517 > fail
date:20160520 > fail
date:20160513 > fail
date:20160524 > fail
date:20160512 > fail
date:20160511 > fail
date:20160521 > fail
date:20160525 > fail
date:20160516 > fail
date:20160515 > fail
date:20160514 > fail
date:20160531 > fail
date:20160601 > fail
date:20160605 > fail
date:20160523 > fail
date:20160604 > fail
date:20160530 > fail
date:20160602 > fail
date:20160526 > fail
date:20160522 > fail
date:20160603 > fail
date:20160529 > fail
date:20160528 > fail
date:20160527 > fail
date:20160518 > fail
date:20151120 > fail
date:20160327 > fail
date:20160318 > fail
date:20160616 > fail
date:20160615 > fail
date:20160612 > fail
date:20160607 > fail
date:20160610 > fail
date:20141026 > fail
date:20160611 > fail
date:20160621 > fail
date:20160622 > fail
date:20160628 > fail
date:20160620 > fail
date:20160627 > fail
date:20160608 > fail
date:20160617 > fail
date:20160626 > fail
date:20160624 > fail
date:20160701 > fail
date:20160618 > fail
date:20160629 > fail
date:20160630 > fail
date:20160703 > fail
date:20160619 > fail
date:20160704 > fail
date:20160625 > fail
date:20160108 > fail
date:20160702 > fail
date:20160623 > fail
date:20160711 > fail
date:20160705 > fail
date:20160710 > fail
date:20160706 > fail
date:20160708 > fail
date:20160707 > fail
date:20160709 > fail
date:20160716 > fail
